Months,CHN,SEA,EAS,USA,EUR,Total
1496,-900,-2100,-7300,4400,-1200,-7100
1497,1200,-8400,-1900,12000,-950,1950
1498,-900,-9200,3600,-4500,750,-10250
1499,1100,-9300,13100,13200,-2150,15950
1500,-3000,6900,-700,300,1700,5200
1501,-800,6500,200,-3800,-950,1150
1502,-2600,2700,4800,0,-950,3950
1503,6200,7300,2000,100,2900,18500
1504,-2700,6500,-7100,7100,1000,4800
1505,8200,-700,-900,2200,-2150,6650
1506,200,7300,9900,-2700,2900,17600
1507,-3000,3800,-700,-11900,1950,-9850
1508,0,-12000,3900,10000,0,1900
1509,-7200,10000,1700,2400,-1200,5700
1510,10100,3600,400,-8600,0,5500
1511,-3000,-700,-2700,14000,-950,6650
1512,-3600,10100,-8000,-3600,-1200,-6300
1513,12000,-5400,14900,7300,750,29550
1514,0,-5700,-800,1000,-950,-6450
1515,-2700,6400,3800,-3900,1950,5550
1516,100,3600,-10900,14200,-1200,5800
1517,-800,-2700,-1100,-3700,1950,-6350
1518,-2600,-5200,300,6300,750,-450
1519,12000,700,14000,-10000,0,16700
1520,-5700,-6200,3000,12400,-1200,2300
1521,0,4500,2900,-10800,-2150,-5550
1522,-3800,9400,-2900,-600,-950,1150
1523,9000,-3400,200,-2500,1700,5000
1524,0,-5500,2900,9100,1000,7500
1525,-3000,-3200,-700,9200,-950,1350
1526,0,3700,3900,-3900,2900,6600
1527,-2700,-3400,2000,7100,1950,4950
1528,-3700,22100,-3600,200,-10200,4800
1529,9000,-8200,6700,10200,0,17700
1530,100,-800,-900,400,-2400,-3600
1531,-3800,7300,2900,-800,12000,17600
1532,12000,-600,-2700,-1000,-950,6750
1533,-3800,7200,0,4000,0,7400
1534,-1700,-5600,2000,5500,750,950
1535,-2700,-2500,-800,-2000,-950,-8950
1536,11400,800,100,-900,1950,13350
1537,-2700,-6100,200,-1600,-3350,-13550
1538,-2800,4700,0,-700,2900,4100
1539,-2800,900,4900,-12700,-200,-9900
1540,-3600,-5400,-700,20200,-10200,300
1541,9300,3600,2600,-13700,1950,3750
1542,-2800,6600,200,2000,11050,17050
1543,11200,-6400,6400,-11300,2900,2800
1544,100,-5300,-1900,9200,0,2100
1545,-2900,13000,-9200,1200,0,2100
1546,-5800,-5400,900,14400,-1200,2900
1547,10300,900,3900,-12000,0,3100
1548,-2900,-3600,14000,11200,-950,17750
1549,1000,-5300,2000,10200,-1200,6700
1550,-5700,6500,1100,-11000,-950,-10050
1551,-3600,18700,-9900,8300,2900,16400
1552,11100,-5300,-700,-3700,750,2150
1553,-2800,3900,9300,4000,0,14400
1554,1100,-12200,5700,9200,-10200,-6400
1555,-3000,4500,200,4000,-950,4750
1556,0,0,0,0,0,0
1557,11300,3600,6600,-15800,-950,4750
1558,-3000,-700,-1800,11100,14900,20500
1559,-5600,10000,-6200,-3900,1950,-3750
1560,8200,9200,0,4000,0,21400
1561,0,0,12000,8000,0,20000
1562,0,300,-2700,-2800,-1200,-6400
1563,-2800,100,-3500,12800,-1200,5400
1564,-2900,-7900,-1600,2000,0,-10400
1565,-700,-11100,4800,11000,0,4000
1566,2500,9200,2000,-7000,-950,5750
1567,-5600,-3500,1100,11200,-1200,2000
1568,11100,-5600,4800,-8700,1950,3550
1569,1000,-5600,1000,12000,-950,7450
1570,-3000,18400,1000,-10900,2900,8400
1571,11400,6500,0,-1000,0,16900
1572,-3000,100,-1800,2000,0,-2700
1573,200,-2400,-2700,6200,0,1300
1574,200,-9100,2900,10000,0,4000
1575,-3900,10000,100,-11800,0,-5600
1576,1300,700,2900,-1800,0,3100
1577,-2800,-2500,2100,-5800,0,-9000
1578,-3700,3800,800,13600,-10200,4300
1579,12000,-8400,200,0,0,3800
1580,200,-3600,2900,6200,12000,17700
1581,-2900,-8900,2000,3000,0,-6800
1582,-2900,12000,-3300,20600,-10200,16200
1583,11300,6500,100,-11600,-1200,5100
1584,-8600,9500,3000,14000,12000,29900
1585,8300,-9000,2100,12000,-950,12450
1586,-4600,-2600,1100,-1000,-950,-8050
1587,-1700,13000,2000,-2900,2900,13300
1588,6200,-5500,3000,2200,-2150,3750
1589,100,-3600,0,9300,1700,7500
1590,-700,3700,-9900,-2800,0,-9700
1591,-1800,6600,1100,9000,-950,13950
1592,-3500,3700,3000,-11800,-2150,-10750
1593,9100,-6300,11800,12300,2900,29800
1594,-3400,7100,-1800,-900,1950,2950
1595,9300,3800,-7300,-2600,0,3200
1596,-2800,-2700,-3700,14000,0,4800
1597,-3000,3600,8500,-14600,0,-5500
1598,11500,-5500,11900,10000,0,27900
1599,-2900,9400,-4800,-7800,0,-6100
1600,0,-11400,6700,9200,0,4500
1601,0,-6400,2900,11000,0,7500
1602,-6500,7300,1900,-7000,0,-4300
1603,9200,3600,1100,3200,-1200,15900
1604,200,9200,-11900,-2000,0,-4500
1605,-2800,200,1100,9200,-950,6750
1606,-2900,-5400,100,-1000,0,-9200
1607,10300,-6200,13100,10500,-450,27250
1608,-2000,4700,2100,-11800,-950,-7950
1609,0,-6400,1700,7300,2900,5500
1610,-2800,-3500,-1800,2000,-950,-7050
1611,-800,-5800,4500,6600,-950,3550
1612,-800,9200,1900,-5900,1950,6350
1613,-1800,9400,-4600,100,2900,6000
1614,9000,6500,4800,-1800,0,18500
1615,0,6600,-800,-1000,0,4800
1616,-7400,0,0,3000,0,-4400
1617,10000,-5500,3600,10600,-1200,17500
1618,-2700,0,0,-3000,0,-5700
1619,-3700,6500,0,5000,0,7800
1620,6300,-2600,-100,1200,0,4800
1621,-2700,-800,-800,9000,0,4700
1622,11200,4500,5700,-12800,0,8600
1623,-2900,300,-3700,13200,-1200,5700
1624,0,-2800,-2900,10200,0,4500
1625,-3000,-9000,6700,400,-1200,-6100
1626,-6400,10100,2000,-11000,-950,-6250
1627,12000,-3400,100,-4000,-950,3750
1628,-3000,-2600,-3800,11500,1700,3800
1629,-5800,6600,3000,-900,1950,4850
1630,9400,6600,1100,-4600,-1200,11300
1631,2000,-2700,-900,-3800,-950,-6350
1632,-4600,-9200,5500,11400,-950,2150
1633,2000,4500,1100,-17900,2900,-7400
1634,-4600,3600,2800,1100,1950,4850
1635,13100,-6300,100,-1800,-1200,3900
1636,0,4500,2900,-3000,0,4400
1637,-2700,9800,-4400,-9800,-2150,-9250
1638,-2900,-8400,4800,13200,-2150,4550
1639,-3600,-700,-800,-4900,2900,-7100
1640,12000,4800,2100,-6700,1950,14150
1641,100,-3600,-4600,11000,-950,1950
1642,0,4800,300,-14600,-2150,-11650
1643,-3000,-9200,6700,8500,1700,4700
1644,-3900,1800,2100,-10900,1950,-8950
1645,-2700,6600,-6100,6200,-950,3050
1646,-5200,-300,-3600,-3000,0,-12100
1647,12000,7200,12100,-1700,750,30350
1648,-7500,800,-3300,9500,-9450,-9950
1649,13000,-8600,2800,14000,0,21200
1650,-3900,9200,0,-10000,11050,6350
1651,1100,-800,12000,10200,-2150,20350
1652,0,10300,-3600,-13900,2900,-4300
1653,-3000,-8300,2700,11200,-950,1650
1654,-800,-8200,3000,-3900,2900,-7000
1655,9000,9300,-13000,14200,0,19500
1656,-4600,-8500,1800,12200,0,900
1657,2000,9200,-1100,-15600,0,-5500
1658,-3800,-3600,17600,-1800,0,8400
1659,12000,7100,-2100,14400,-10200,21200
1660,0,-5400,-100,11200,0,5700
1661,100,-6400,-200,-800,12000,4700
1662,-2800,1700,-7100,13000,0,4800
1663,-2600,6500,0,-11000,0,-7100
1664,-2900,-6100,10300,13000,0,14300
1665,8400,4700,1200,-10800,-1200,2300
1666,0,4000,300,-3800,0,500
1667,0,-11900,2100,2000,-950,-8750
1668,-5700,4600,3000,3000,0,4900
1669,8500,6700,-10700,-5900,1950,550
1670,-2900,-5500,2900,11200,-950,4750
1671,-3000,6500,14000,-14500,1700,4700
1672,-800,-9200,5700,10200,-1200,4700
1673,9000,-3400,-12200,24600,-1200,16800
1674,-5800,19600,-700,-7800,-2150,3150
1675,7600,1200,-10000,10600,-2400,7000
1676,-1900,-6000,11300,-2900,1950,2450
1677,-6200,10300,-1700,-1800,-1900,-1300
1678,8100,3700,3100,-1900,2900,15900
1679,-5400,200,-1700,6300,1000,400
1680,9200,-5300,16000,-4800,0,15100
1681,-3800,900,-3300,7300,1950,3050
1682,6300,-8200,1800,-1700,1950,150
1683,3000,900,11600,-200,-3350,11950
1684,-3000,-3400,3000,4500,2900,4000
1685,100,1800,2100,-11800,-2150,-9950
1686,-2700,3900,-7900,7200,0,500
1687,11200,-6300,2000,-5900,1950,2950
1688,-8500,7200,15500,5400,-2150,17450
1689,10300,3600,4800,-17700,2900,3900
1690,1000,-3500,1000,10000,0,8500
1691,-2900,10100,-1800,-10000,-950,-5550
1692,0,900,3900,1000,-950,4850
1693,-3800,300,-2700,8300,2900,5000
1694,1100,1000,2000,-14900,1950,-8850
1695,-2700,-6300,2000,10000,0,3000
1696,10300,1400,1400,-10600,0,2500
1697,-2000,3900,200,2200,-1200,3100
1698,100,-6100,-1900,200,0,-7700
1699,-6500,10100,200,-800,0,3000
1700,3400,3600,8500,-9000,0,6500
1701,11300,200,-2700,10000,0,18800
1702,-2700,6400,100,-11800,0,-8000
1703,-3000,-8300,3900,13000,0,5600
1704,0,-3600,-200,10200,0,6400
1705,-3700,4400,2800,-8000,0,-4500
1706,9100,-800,0,12200,-1200,19300
1707,-800,100,-2100,-1800,0,-4600
1708,1000,300,-5700,9200,0,4800
1709,100,700,3800,2000,-950,5650
1710,0,-3500,200,6200,-950,1950
1711,-6500,7600,-1900,-11500,2900,-9400
1712,11200,3700,4800,-8700,1950,12950
1713,-4600,-5500,4600,-800,0,-6300
1714,-2700,3400,-8100,14200,-1200,5600
1715,8200,-6200,13100,13000,0,28100
1716,-5600,7200,3600,-9800,0,-4600
1717,-700,-3700,-900,12000,0,6700
1718,12000,-2700,100,-800,-1200,7400
1719,-3000,9400,100,14000,0,20500
1720,0,6200,-1100,-9600,-950,-5450
1721,-900,-2600,2000,7200,0,5700
1722,-1700,-5700,100,-700,750,-7250
1723,100,3800,100,-1000,-950,2050
1724,0,-6300,2000,-4900,2900,-6300
1725,0,1500,4800,-1800,0,4500
1726,-4500,6400,-3400,-5400,-1200,-8100
1727,10100,6700,-11700,9200,0,14300
1728,-2500,-5400,2000,-2000,-950,-8850
1729,-3600,-9000,1200,13200,-1200,600
1730,9300,4800,11300,-14900,1950,12450
1731,-6600,6500,3900,200,-950,3050
1732,2500,-700,800,21500,-7300,16800
1733,6600,-2800,3900,-3000,0,4700
1734,-3800,-10800,1900,15200,0,2500
1735,9200,8500,-900,1000,12000,29800
1736,-6300,10100,200,-1000,0,3000
1737,12200,6500,-7100,-7600,0,4000
1738,-3900,-5500,2000,13000,0,5600
1739,100,-6200,14000,-4000,0,3900
1740,-1900,-5600,1600,15400,-1200,8300
1741,200,9900,-8200,-13000,0,-11100
1742,-6200,12000,2000,8000,-950,14850
1743,4700,-5500,1900,1000,0,2100
1744,7500,-2700,1100,6500,750,13150
1745,-6400,3700,5800,-12000,-950,-9850
1746,9100,3800,-9900,12100,2900,18000
1747,-6500,-2700,3900,-1800,0,-7100
1748,12000,1000,-6100,8000,0,14900
1749,-2900,-5600,13900,3000,0,8400
1750,-800,6300,-15800,13200,0,2900
1751,1000,-3500,17700,3600,-1200,17600
1752,-7400,7500,-800,-7800,-1200,-9700
1753,10000,-3300,9200,10600,-2150,24350
1754,0,1800,3000,-9800,-1200,-6200
1755,-6600,-6300,2700,9300,1950,1050
1756,9500,4500,-7100,-2000,-1900,3000
1757,8200,-9000,1800,12300,2900,16200
1758,-3000,4600,13100,-12900,1950,3750
1759,-1800,3700,200,1000,-950,2150
1760,2000,900,2900,-13700,2900,-5000
1761,-900,-6100,-700,9000,0,1300
1762,-2700,4800,-10900,-1800,0,-10600
1763,-5500,3600,-7100,15200,-1200,5000
1764,9100,-6300,12100,13000,0,27900
1765,0,1700,4800,-12000,-950,-6450
1766,-3000,4000,13200,2200,-950,15450
1767,7300,1100,2100,-12900,2900,500
1768,1100,-6200,-1900,8300,1950,3250
1769,-800,-1300,-4400,-3600,0,-10100
1770,-1900,9300,-200,-600,0,6600
1771,0,-6400,3800,-2000,0,-4600
1772,-4700,100,9900,13600,-2400,16500
1773,10000,18500,-900,3000,0,30600
1774,300,-3300,-4500,-2000,0,-9500
1775,100,-1300,6700,-800,-950,3750
1776,0,-6300,-100,-800,-950,-8150
1777,-2800,-6200,1000,8300,2900,3200
1778,-7500,19200,3900,-12500,750,3850
1779,12400,-3200,-3900,1400,0,6700
1780,-1900,-6300,2700,6800,-10200,-8900
1781,100,3800,4000,7200,0,15100
1782,-3500,-3600,2800,-3000,12000,4700
1783,9000,4700,1100,4200,-1200,17800
1784,-3000,18500,-2000,-6800,0,6700
1785,100,-2500,-2700,10000,-950,3950
1786,8200,6500,5800,-17400,-950,2150
1787,0,-11000,0,12300,2900,4200
1788,100,-9000,2100,13300,-8250,-1750
1789,-5700,-2800,3800,1400,-1200,-4500
1790,-5800,6700,-700,3000,0,3200
1791,11300,8700,-800,-3000,12000,28200
1792,-2800,7400,2100,-800,0,5900
1793,-3500,900,2100,-10000,0,-10500
1794,12000,-6000,-700,9000,0,14300
1795,-4800,1700,3900,-8000,0,-7200
1796,2100,600,-8000,9000,0,3700
1797,0,-7900,1200,200,-1200,-7700
1798,-3000,6800,-14400,15000,0,4400
1799,100,-3500,13100,-6800,-950,1950
1800,-900,1900,5600,-3200,-1200,2200
1801,1100,3900,10300,-2900,1950,14350
1802,-2900,-6000,-700,7300,-8250,-10550
1803,-3600,-5400,4000,7200,0,2200
1804,8300,8200,1100,-800,12000,28800
1805,-5700,-5600,7300,10400,0,6400
1806,12200,6400,2900,-15600,-1200,4700
1807,-3000,5700,-8500,24400,0,18600
1808,-900,7300,-4500,-9000,-950,-8050
1809,1100,-9100,13500,7400,0,12900
1810,100,6400,-6200,3500,1950,5750
1811,-3800,-5500,-100,1200,-950,-9150
1812,11100,15900,13100,-2900,2900,40100
1813,-2000,-3300,200,-2800,0,-7900
1814,-9400,0,2900,13000,0,6500
1815,9200,-800,3800,-4800,0,7400
1816,-4500,12100,-2900,14000,0,18700
1817,13000,200,-3600,-2800,-1200,5600
1818,-2700,-5200,2100,7200,0,1400
1819,-12200,12100,4900,200,0,5000
1820,8200,-5500,1100,14000,0,17800
1821,12000,-9400,4700,200,-1200,6300
1822,100,10200,-2700,0,0,7600
1823,0,3400,3800,-600,-1200,5400
1824,-2800,200,-3200,-600,-950,-7350
1825,-6600,6600,3000,1200,-950,3250
1826,9000,-2600,-800,-900,2900,7600
1827,-2800,-2800,2000,7100,1950,5450
1828,-5500,0,1800,-2800,0,-6500
1829,8300,-700,100,12200,-1200,18700
1830,-700,-2800,-1300,-1800,0,-6600
1831,-1800,6400,-1000,13200,-950,15850
1832,11300,-6200,-1000,11200,0,15300
1833,-6500,1600,5600,-12900,1950,-10250
1834,-2000,-3200,-6900,14400,-950,1350
1835,8400,7400,3000,-18700,2900,3000
1836,-2800,-3300,900,9400,0,4200
1837,-3000,-8200,2100,1000,0,-8100
1838,-800,5700,1100,11000,0,17000
1839,9300,7100,2000,-13600,0,4800
1840,-2800,-9100,3000,14000,0,5100
1841,-4400,-5600,3900,9000,0,2900
1842,4500,18700,3000,-11800,0,14400
1843,-6600,-6200,3000,13000,0,3200
1844,12000,7300,-2000,-10800,0,6500
1845,-4700,-9200,5700,14200,-1200,4800
1846,10100,-700,-4700,3000,0,7700
1847,-3000,3600,5700,14200,-1200,19300
1848,0,6400,-8100,-2000,0,-3700
1849,-3700,11300,-1900,15000,0,20700
1850,9400,7500,8100,1200,-950,25250
1851,-5500,0,2900,-2000,-950,-5550
1852,11200,-8500,800,11300,2900,17700
1853,-3900,-8400,4800,-2900,1950,-8450
1854,1000,6500,-11100,-2800,0,-6400
1855,-6600,6500,-7100,3200,-1200,-5200
1856,9300,0,10100,13000,0,32400
1857,0,3400,3800,-12800,0,-5600
1858,-900,300,8100,-800,0,6700
1859,-1600,-5400,-3600,14000,0,3400
1860,-5800,-6400,3900,0,0,-8300
1861,8600,-5400,1900,-1000,0,4100
1862,-3800,3800,-9800,1000,0,-8800
1863,0,2700,2000,2000,0,6700
1864,12000,4600,200,-11000,0,5800
1865,-3000,-11800,16600,2200,0,4000
1866,-3000,-3500,-1700,13000,0,4800
1867,200,1700,1600,-9800,0,-6300
1868,-3800,18500,-800,-7000,0,6900
1869,12200,-12100,6700,7200,0,14000
1870,100,7600,-4700,-10800,0,-7800
1871,0,-12000,3000,14000,0,5000
1872,-5600,4400,3800,-11000,0,-8400
1873,-3000,3600,3800,5400,-2400,7400
1874,11400,9200,-2200,-12800,0,5600
1875,0,-3800,-3000,15200,-950,7450
1876,-5600,4400,6400,1200,-950,5450
1877,0,6300,-900,-10900,2900,-2600
1878,-3700,6700,-14800,11300,1950,1450
1879,11200,-8400,4800,-2000,0,5600
1880,1000,800,11900,3400,-1200,15900
1881,100,-8900,1200,-2000,0,-9600
1882,0,4600,-100,1200,0,5700
1883,-3000,3900,2100,1800,-4550,250
1884,-6700,-600,200,-1800,-950,-9850
1885,-2600,-2800,4800,-7700,2900,-5400
1886,9200,6500,-300,300,1000,16700
1887,-3900,8500,-12200,23400,-950,14850
1888,12400,4400,-7200,-7700,2900,4800
1889,-2800,-5600,1100,9100,1950,3750
1890,100,3900,9100,-9800,0,3300
1891,100,-11800,5800,8200,0,2300
1892,-3700,4400,13100,-8000,0,5800
1893,-5500,3800,2100,-1000,0,-600
1894,8400,-6300,2000,400,-2400,2100
1895,-2800,-5200,-1600,14000,0,4400
1896,3400,-3500,4800,-1000,-950,2750
1897,-700,5600,3800,11200,-2150,17750
1898,12000,10300,-3600,-13900,2900,7700
1899,-3000,15800,1100,300,-200,14000
1900,100,-5300,-2000,400,-1200,-8000
1901,-2900,6600,-1700,-2700,1950,1250
1902,0,-9100,4800,8300,-200,3800
1903,-3600,4700,1200,-11800,-1200,-10700
1904,11100,-9400,2900,11100,1950,17650
1905,-2000,-9000,3000,200,-3100,-10900
1906,0,-5300,1100,6500,500,2800
1907,-2700,15800,200,-12500,750,1550
1908,-3000,-3500,-800,13000,-950,4750
1909,11200,6600,3000,-7700,1950,15050
1910,100,6600,-12700,11000,-950,4050
1911,-5800,11300,1100,-5700,1950,2850
1912,-6700,-5600,20500,6300,1950,16450
1913,12200,8700,-2900,-2800,-950,14250
1914,-9400,-2500,2100,11100,2900,4200
1915,11100,-5400,-700,-4700,750,1050
1916,100,200,5800,10200,-1200,15100
1917,1000,1500,-200,-8800,0,-6500
1918,-3400,3600,2900,-2000,-950,150
1919,-4500,-6100,-1100,2200,0,-9500
1920,11000,7400,-3900,-2700,1950,13750
1921,0,3700,-8900,1400,-3350,-7150
1922,-3600,-9400,4800,11300,1700,4800
1923,-2500,-3400,10900,-2600,-2150,250
1924,11400,6400,2800,5400,-2150,23850
1925,-5700,3800,2100,1300,750,2250
1926,1000,-3300,1200,-12500,1950,-11650
1927,0,13800,3600,2400,-1200,18600
1928,-3000,6400,-200,-10700,1000,-6500
1929,8400,-3300,2100,4200,-950,10450
1930,-5700,7300,100,-10900,2900,-6300
1931,-3800,-8300,3900,9300,750,1850
1932,12000,6600,-800,1200,-2150,16850
1933,-900,-9300,800,300,1950,-7150
1934,1200,4600,100,-2000,-950,2950
1935,0,3800,-1000,-15700,1950,-10950
1936,-3000,3700,-5200,9300,2900,7700
1937,-2800,-2800,-1100,-800,0,-7500
1938,8400,3800,14700,200,0,27100
1939,-2700,-3700,100,200,0,-6100
1940,300,-11300,3800,10000,0,2800
1941,-900,8400,-1100,10200,0,16600
1942,-2800,4600,-200,-4600,-1200,-4200
1943,8200,-3600,100,12200,-1200,15700
1944,1100,6600,2000,-15800,0,-6100
1945,0,3800,1800,12200,-950,16850
1946,-5800,-800,-9200,10200,-950,-6550
1947,11300,7300,-8100,4300,2900,17700
1948,100,-600,-3600,5100,1950,2950
1949,-2900,4500,15600,-11200,-2400,3600
1950,-3600,-5400,2000,10000,0,3000
1951,-8300,-500,10000,1200,-950,1450
1952,12000,-8600,2000,1000,0,6400
1953,0,-5400,1100,10000,-950,4750
1954,100,15700,1000,-1900,1950,16850
1955,-6500,-6200,200,-1900,2900,-11500
1956,12000,2000,2100,-11000,0,5100
1957,-6400,-3300,-2600,12000,0,-300
1958,12000,-9000,3900,11000,0,17900
1959,0,7400,3000,-16600,0,-6200
1960,-3900,2900,3900,13000,0,15900
1961,1000,-3400,-2900,-2800,0,-8100
1962,-2800,22300,-10900,9600,-1200,17000
1963,-3800,-3500,4800,7800,-2400,2900
1964,11300,1600,15500,-11800,-950,15650
1965,1100,6500,-900,-1000,0,5700
1966,-2900,-5400,100,-900,1950,-7150
1967,200,-3400,100,7200,-1900,2200
1968,-3700,-7900,1300,-3900,2900,-11300
1969,-3500,18300,-3900,300,1950,13150
1970,13000,-3500,3900,3400,-950,15850
1971,-3700,1500,3000,-11900,2900,-8200
1972,-1900,9400,100,-3600,0,4000
1973,-2800,-5500,-3500,6400,0,-5400
1974,-6500,-700,1900,10200,0,4900
1975,2700,10000,14900,200,-10200,17600
1976,12000,400,-4500,11000,0,18900
1977,-3600,-8200,1100,1000,12000,2300
1978,8300,-6200,3000,11000,0,16100
1979,-1800,4400,4800,-12000,0,-4600
1980,-3800,-800,1900,8200,0,5500
1981,12000,100,-900,-1000,0,10200
1982,-2900,12400,-5500,15000,0,19000
1983,-5600,-5500,4900,-2800,-1200,-10200
1984,11400,-2700,-1200,8400,0,15900
1985,-2700,-6100,2100,-2000,0,-8700
1986,100,-5600,100,19400,-11400,2600
1987,-3800,13000,4800,-9000,0,5000
1988,1200,-3400,-2800,10000,-950,4050
1989,-6400,4700,100,3000,12000,13400
1990,11100,3700,2000,-13900,1950,4850
1991,-1700,6600,-10800,10000,-950,3150
1992,-3600,-8500,3900,-1900,2900,-7200
1993,8100,6600,9100,4200,0,28000
1994,-1700,-3500,3900,-5800,0,-7100
1995,-7500,7300,1100,4400,-2400,2900
1996,10200,-9100,8600,-6800,0,2900
1997,-800,200,-4600,12200,-1200,5800
1998,-2700,5700,2800,10200,-950,15050
1999,6400,7200,1000,-9000,-950,4650
2000,-2600,-3600,4700,4300,2900,5700
2001,10400,7300,-1100,-14700,1950,3850
2002,-4800,0,-8300,22200,0,9100
2003,0,0,0,-1000,0,-1000
2004,-3700,400,6500,11000,0,14200
2005,6200,-2700,2700,600,-1200,5600
2006,-3600,0,2000,8200,0,6600
2007,6300,9400,2900,-14600,-950,3050
2008,-3900,-2600,-2600,14400,-2400,2900
2009,12200,-8300,3900,7100,1950,16850
2010,-5800,-3600,3500,400,-2150,-7650
2011,-3800,10000,-1200,300,1950,7250
2012,9300,-2800,1900,-2000,-950,5450
2013,-3900,-400,-4500,12100,2900,6200
2014,-1900,4400,2900,-14900,1950,-7550
2015,-9300,0,1700,14200,0,6600
2016,11200,-2700,2900,7200,0,18600
2017,9000,100,-2100,2200,0,9200
2018,-2800,6500,-2800,4000,0,4900
2019,-5600,-2700,3900,-2000,0,-6400
2020,6400,-2800,3800,11200,0,18600
2021,200,-800,0,-3000,0,-3600
2022,2000,10200,-1800,-3000,0,7400
2023,0,-5500,2000,9400,-11400,-5500
2024,0,0,2900,4400,0,7300
2025,100,-3000,-1000,14200,9850,20150
2026,-3000,-800,0,0,0,-3800
2027,10300,10000,-1200,-1500,750,18350
2028,1000,-2400,-3800,-5400,-2150,-12750
2029,-5700,-5500,1800,11300,1950,3850
2030,-900,-9000,3000,-3000,0,-9900
2031,-5400,-2800,-10500,21500,1950,4750
2032,12000,6500,-10800,-4900,1950,4750
2033,-2700,3400,19600,-2600,-1200,16500
2034,0,-3600,1900,-2000,0,-3700
2035,-3800,10100,-900,5000,-950,9450
2036,8200,-700,10100,2000,-950,18650
2037,-4500,200,-800,7100,2900,4900
2038,-500,3600,-900,-4900,1950,-750
2039,12000,-5500,-8200,7200,0,5500
2040,-2800,6200,-8000,400,-1200,-5400
2041,-2800,-5600,14000,2000,0,7600
2042,0,700,-8900,1000,0,-7200
2043,-800,-3500,700,-3600,0,-7200
2044,-2600,7400,13000,-12800,0,5000
2045,9000,6700,8500,-9000,0,15200
2046,0,-5600,7600,4400,0,6400
2047,0,100,100,-2600,-1200,-3600
2048,-3000,1300,-600,3000,0,700
2049,100,-8400,4700,11000,-950,6450
2050,-3700,9200,-1800,-11000,-950,-8250
2051,12100,-6300,3800,7300,1700,18600
2052,-1700,10200,-2700,-14700,750,-8150
2053,-1000,3800,-900,3000,0,4900
2054,-2800,-5400,1200,-1000,-950,-8950
2055,0,-5300,3000,7200,0,4900
2056,-3500,-6600,-7300,7300,1950,-8150
2057,12100,600,1600,5400,-1200,18500
2058,100,11500,7500,7300,750,27150
2059,-900,7200,-7100,-4800,0,-5600
2060,1100,-6100,-100,8200,0,3100
2061,-3900,1600,16800,-7000,-950,6550
2062,-1800,-3400,-4700,12000,-950,1150
2063,200,4400,1900,-16900,1950,-8450
2064,-3700,900,-3300,7300,2900,4100
2065,9200,-3800,2900,-800,0,7500
2066,-3000,10000,12000,3000,0,22000
2067,100,9200,0,-12000,0,-2700
2068,0,400,-3600,10000,0,6800
2069,-3700,-2600,1100,10000,0,4800
2070,9300,-2800,2000,-2600,-1200,4700
2071,0,-5600,3800,10000,0,8200
2072,0,-700,-900,-2000,0,-3600
2073,0,7100,-900,4000,0,10200
2074,-900,-5600,-2900,13200,0,3800
2075,100,-2800,1700,-4400,-1200,-6600
2076,1200,4100,-1700,-1000,0,2600
2077,-2800,-5300,-1800,1000,0,-8900
2078,-3600,6600,-700,1200,-2150,1350
2079,3600,800,6600,-8000,-950,2050
2080,-6400,-800,4800,5700,500,3800
2081,11100,4600,-1000,-12700,1950,3950
2082,-2600,-2900,1100,19400,-11150,3850
2083,12100,1000,-5200,-4800,0,3100
2084,-5600,100,2000,8100,13950,18550
2085,-3000,6400,13900,-11000,-950,5350
2086,11200,0,0,8300,1700,21200
2087,-900,-2900,-900,13200,-1200,7300
2088,1100,-3600,-4900,1200,-950,-7150
2089,0,4500,-1000,2200,0,5700
2090,-900,-5600,4800,-6700,1950,-6450
2091,-1900,6700,2000,-4600,-950,1250
2092,0,-6100,200,-3700,1700,-7900
2093,-3600,1500,1800,2200,0,1900
2094,1000,-9000,3900,-3000,-950,-8050
2095,-7500,7500,-700,1200,-2150,-1650
2096,13100,3800,-1900,-14700,2900,3200
2097,100,1000,-3300,5300,1950,5050
2098,-900,-5600,-1700,13000,0,4800
2099,-4400,6600,14900,-14000,0,3100
2100,8300,-4300,-3000,15400,-1200,15200
2101,-5600,8000,3000,-11800,0,-6400
2102,-800,3800,1100,2000,-950,5150
2103,8100,-5500,-700,2000,0,3900
2104,1000,1200,4900,-7700,1950,1350
2105,0,-9400,2900,13000,-950,5550
2106,0,4700,-700,-3700,-7300,-7000
2107,-2800,3800,3900,-800,-1200,2900
2108,-3800,-3300,-800,0,12000,4100
2109,12000,1600,-1000,5200,0,17800
2110,0,1000,2100,-12800,-1200,-10900
2111,0,-6300,1100,12200,-1200,5800
2112,0,-1100,1800,-7800,-950,-8050
2113,-5700,3900,900,3200,0,2300
2114,-3500,6500,-9800,7100,1950,2250
2115,9000,-5400,4800,400,-2150,6650
2116,-2900,6500,100,-900,2900,5700
2117,100,-8300,15900,-2000,-950,4750
2118,-3000,-500,-3600,12000,0,4900
2119,11300,900,4800,-15300,-450,1250
2120,-900,12300,-3600,12000,-950,18850
2121,-1700,600,4800,-13900,1950,-8250
2122,-900,-3300,-800,10000,0,5000
2123,-1600,6500,200,-4900,1950,2150
2124,-3800,4400,-6500,-700,1950,-4650
2125,8100,-500,-3600,13000,0,17000
2126,-6300,7300,13100,-11000,0,3100
2127,9100,-5400,3600,9400,0,16700
