Months,CHN,SEA,EAS,USA,EUR,Total
1725,6800,12000,-2400,2600,-1200,17800
1726,-2800,-2900,10200,0,0,4500
1727,5700,-2000,4700,5400,-950,12850
1728,-3900,-4200,0,-1800,-1200,-11100
1729,-6900,400,0,-3900,1950,-8450
1730,10800,6700,0,-3000,-950,13550
1731,-400,-4500,-1200,-2700,2900,-5900
1732,10900,-5400,0,12000,0,17500
1733,100,5500,-1200,-1800,0,2600
1734,7600,-3000,-900,-1000,0,2700
1735,-2700,9000,1000,9200,0,16500
1736,-6800,100,2800,-3800,0,-7700
1737,-3500,9800,0,-1000,0,5300
1738,9800,-4400,0,-1000,0,4400
1739,1100,4300,-1200,12400,-1200,15400
1740,3800,-2400,0,-1000,0,400
1741,-500,7400,0,-1000,-950,4950
1742,7500,-3000,0,-2000,0,2500
1743,5900,9000,0,-1700,750,13950
1744,-1900,-2200,0,9200,-11150,-6050
1745,-1300,7600,0,-2900,2900,6300
1746,9900,-5300,0,0,12000,16600
1747,-1900,-2100,0,-1000,0,-5000
1748,9200,6600,0,0,0,15800
1749,-2800,-2200,-1200,-800,0,-7000
1750,11600,-5300,-900,-800,-1200,3400
1751,-7000,10000,3800,-6400,-1200,-800
1752,9900,-6000,-1200,400,-2150,950
1753,-5900,12300,0,-1800,-1200,3400
1754,12100,-6800,-1200,-2700,1950,3350
1755,-2000,7500,0,11000,-1900,14600
1756,11500,-5200,-3000,-2700,2900,3500
1757,-3400,-600,4700,3500,1950,6150
1758,6900,12100,0,-1000,-950,17050
1759,-4500,-2000,0,-2900,2900,-6500
1760,6900,11400,0,11000,0,29300
1761,-8800,-1000,0,-1000,0,-10800
1762,-400,6600,0,1200,-1200,6200
1763,9300,-2200,0,12000,0,19100
1764,7000,12100,0,-1000,-950,17150
1765,-5300,-2700,0,0,-950,-8950
1766,8400,-3800,0,-3900,2900,3600
1767,-1500,6200,-2100,-1700,1950,2850
1768,7300,-4400,-3000,-800,0,-900
1769,-5800,100,5600,-6600,0,-6700
1770,15600,4300,0,-3000,0,16900
1771,-1800,-800,-1200,-400,-2400,-6600
1772,10300,11300,-900,-1000,0,19700
1773,6400,-2000,1900,9200,0,15500
1774,-4400,10700,1900,-3800,-950,3450
1775,-300,-4500,-1200,200,-950,-6750
1776,7500,-3800,0,7100,2900,13700
1777,-2700,10600,0,-2700,750,5950
1778,700,-400,-1200,6400,-10200,-4700
1779,10100,9800,-1200,200,0,18900
1780,-3000,-4400,100,-2800,12000,1900
1781,-5000,11200,2800,-3800,0,5200
1782,8400,-2000,0,12200,-1200,17400
1783,8500,-2200,-1200,-800,0,4300
1784,-6100,9200,-900,-1000,-950,250
1785,11600,-4500,1900,-5800,-950,2250
1786,-6800,12400,700,-4500,2900,4700
1787,8200,-5200,0,7100,1950,12050
1788,1300,-4600,0,200,-1200,-4300
1789,8300,9200,0,0,0,17500
1790,-5100,-600,0,12000,0,6300
1791,7500,10800,0,-1000,0,17300
1792,-700,-6600,0,-1000,0,-8300
1793,12100,-8200,0,-1000,0,2900
1794,-6800,200,0,-3000,0,-9600
1795,7800,11200,0,-1000,0,18000
1796,-4500,-2700,0,1200,-1200,-7200
1797,8900,-4200,0,12000,0,16700
1798,-5900,13000,0,-2000,-950,4150
1799,6600,-2800,-1200,400,-1200,1800
1800,-4500,10000,-900,-2900,1950,3650
1801,-7100,-1900,1000,-6700,1950,-12750
1802,7700,9900,2800,-3800,0,16600
1803,-400,-5400,0,-2000,0,-7800
1804,7800,0,-1200,11400,-10200,7800
1805,-4800,11200,0,12200,-1200,17400
1806,10200,-3100,-1200,200,12000,18100
1807,-4600,10900,-900,-1000,-950,3450
1808,5300,100,-4200,-1600,0,-400
1809,-4100,0,5600,-8500,1950,-5050
1810,13200,-4500,-2100,200,-950,5850
1811,-2000,-3700,1000,-7700,2900,-9500
1812,6600,-1100,2800,-3800,0,4500
1813,12600,7400,0,9000,0,29000
1814,-900,-800,0,-1000,0,-2700
1815,8500,-800,0,10000,0,17700
1816,-4500,10800,0,-1800,-1200,3300
1817,4400,-2200,0,0,0,2200
1818,-4400,-400,0,-1000,0,-5800
1819,7800,12100,0,11000,0,30900
1820,700,-2300,0,200,-1200,-2600
1821,7600,200,0,-2000,0,5800
1822,-2400,0,0,-2800,-1200,-6400
1823,9300,200,-2400,400,-950,6550
1824,400,-4400,-1800,-1000,-950,-7750
1825,6900,-600,4700,3500,2900,17400
1826,-100,-2300,0,-4900,1950,-5350
1827,9300,0,0,-3000,0,6300
1828,-2800,9800,0,1200,-1200,7000
1829,8400,-2300,-1200,9200,0,14100
1830,-2600,-3800,-1200,-800,-950,-9350
1831,6600,-1200,-2100,12200,0,15500
1832,-2100,6600,2000,-10500,1950,-2050
1833,6000,-500,-500,-3400,-950,650
1834,-4300,1100,-8300,2500,2900,-6100
1835,5300,11400,2600,-5400,0,13900
1836,-2200,-3500,0,-1000,0,-6700
1837,7100,-700,12000,-1000,0,17400
1838,300,-4500,0,11000,0,6800
1839,6900,12300,0,-1000,0,18200
1840,-5900,-800,0,11000,0,4300
1841,9800,-4300,0,0,0,5500
1842,-5200,9900,0,11000,0,15700
1843,12400,-5300,-1200,200,0,6100
1844,12600,-2300,-1800,1200,-1200,8500
1845,-5100,11300,1900,-2800,0,5300
1846,10400,0,2800,-2600,-1200,9400
1847,-800,0,0,0,0,-800
1848,8500,12100,0,-1000,0,19600
1849,-3800,-2000,-1200,200,-950,-7750
1850,13300,-4600,0,12000,-950,19750
1851,-4100,100,-1200,-2700,2900,-5000
1852,-2500,-800,0,-3900,1950,-5250
1853,-3400,100,-1100,-2600,0,-7000
1854,-3700,9800,2800,-1600,-1200,6100
1855,8700,0,0,-1000,0,7700
1856,15800,-4600,0,-1000,0,10200
1857,-3600,-1400,-1200,200,0,-6000
1858,3300,1300,-1800,12000,0,14800
1859,1400,7400,4700,-6600,0,6900
1860,-5300,-2100,0,-1000,0,-8400
1861,-5200,-2100,0,-1000,0,-8300
1862,1200,-7600,0,0,0,-6400
1863,8400,-2100,0,11000,0,17300
1864,-3400,11400,-1200,-800,0,6000
1865,7800,100,0,-1000,0,6900
1866,-2700,12100,-1200,200,0,8400
1867,9300,-2200,-900,0,0,6200
1868,-3600,-2200,1000,-3800,0,-8600
1869,2600,-400,1600,-1600,0,2200
1870,-1200,-5300,0,-1000,0,-7500
1871,8400,10600,-10200,9200,0,18000
1872,-2500,-800,0,1400,-2400,-4300
1873,10200,0,10800,200,0,21200
1874,1300,7400,-2100,200,-950,5850
1875,12000,0,-200,-2600,-950,8250
1876,-900,-700,1900,-5700,2900,-2500
1877,6800,300,-200,-6500,1950,2350
1878,-2000,7400,2800,-2800,0,5400
1879,-2700,-2100,-1200,-600,-1200,-7800
1880,-6100,-500,-900,12000,0,4500
1881,400,-4400,-200,-2600,0,-6800
1882,13000,4500,2800,9800,-4550,25550
1883,-6800,300,0,-1000,-950,-8450
1884,10300,-2300,0,-2900,2900,8000
1885,-5200,11300,-1200,8300,1000,14200
1886,-3400,100,-2100,1200,-950,-5150
1887,8400,-2300,1900,-5700,2900,5200
1888,-1900,9900,1900,-7700,1950,4150
1889,9200,-3800,-1200,1200,0,5400
1890,-4500,-2000,-900,-1000,0,-8400
1891,5100,1100,1000,9200,0,16400
1892,-6700,12200,2800,-4800,0,3500
1893,5900,-2200,0,13400,-2400,14700
1894,-2900,-1900,0,0,0,-4800
1895,7700,-3000,0,-3000,-950,750
1896,-4900,0,0,200,-2150,-6850
1897,10600,-4300,0,-3900,2900,5300
1898,400,7600,0,-4700,-200,3100
1899,4300,-500,-1200,11600,-11400,2800
1900,-3600,-2100,0,-4900,1950,-8650
1901,10200,8900,0,-1700,11800,29200
1902,-4500,-1900,0,200,-1200,-7400
1903,9300,-2300,0,8100,1950,17050
1904,-500,7600,0,200,-3100,4200
1905,6200,-1400,0,-4500,500,800
1906,-5500,-1900,-10200,7500,750,-9350
1907,8600,9000,0,0,-950,16650
1908,-2900,-1200,12000,-3900,1950,5950
1909,7700,12200,0,0,-950,18950
1910,1300,-5400,0,-5900,1950,-8050
1911,9300,-2200,0,-4900,1950,4150
1912,11500,-5200,-1200,12200,-950,16350
1913,-3700,-1100,-1800,-5900,2900,-9600
1914,6100,10500,4700,-9300,750,12750
1915,-4500,-2100,0,-1800,-1200,-9600
1916,12400,-3600,-1200,11200,0,18800
1917,-3900,6600,0,-3000,-950,-1250
1918,3400,-500,-11400,21400,0,12900
1919,12300,5300,-3000,-4700,1950,11850
1920,-2600,-3900,16700,-5200,-3350,1650
1921,-5100,900,0,-3700,1700,-6200
1922,8300,9900,-1200,-600,-2150,14250
1923,-3700,-3100,-900,8200,-2150,-1650
1924,7400,7600,3800,-7300,750,12250
1925,-5100,300,0,-4900,1950,-7750
1926,8500,-3800,-11400,23600,-1200,15700
1927,-400,8300,-1200,-3700,1000,4000
1928,10800,-2000,11100,-2000,-950,16950
1929,9200,9000,1000,5300,2900,27400
1930,-1700,-3100,2800,-7500,750,-8750
1931,-1200,-1200,0,200,-2150,-4350
1932,6100,11300,-1200,-4700,1950,13450
1933,-4400,-3000,0,12000,-950,3650
1934,8300,10800,-1200,-5700,1950,14150
1935,-4100,-700,0,9100,2900,7200
1936,9200,-2300,-3000,-1800,0,2100
1937,1200,-4400,3500,-6400,0,-6100
1938,-500,7500,-900,11000,0,17100
1939,6000,-700,1000,-4800,0,1500
1940,9400,-2300,1600,8400,0,17100
1941,-3500,12200,-1200,2400,-1200,8700
1942,-1900,-3100,-1800,12200,-1200,4200
1943,6000,200,4700,-5600,0,5300
1944,1100,5300,-1200,200,-950,4450
1945,10200,-2300,0,-1000,-950,5950
1946,-1800,-700,0,-3900,2900,-3500
1947,8600,-700,0,7100,1950,16950
1948,-5100,13000,-1200,1600,-2400,5900
1949,-3100,-4400,-900,-3000,0,-11400
1950,-5300,-2800,-200,-2600,-950,-11850
1951,8800,0,2800,-3800,0,7800
1952,-2800,-2100,0,10000,-950,4150
1953,-5900,12100,0,-3900,1950,4250
1954,7700,-600,0,-4900,2900,5100
1955,-4500,-2800,0,12000,0,4700
1956,4900,10900,0,-2000,0,13800
1957,-4400,-2100,0,-1000,0,-7500
1958,9300,-2100,0,11000,0,18200
1959,-1300,-5300,0,-2000,0,-8600
1960,11700,-5300,-1200,200,0,5400
1961,8300,9200,-900,-1800,-1200,13600
1962,-5800,200,1000,-2400,-2400,-9400
1963,-5200,0,1600,-1600,-950,-6150
1964,7600,9800,0,11000,0,28400
1965,9200,-2100,0,-3900,1950,5150
1966,-6000,11300,0,0,-1900,3400
1967,3300,1400,0,9100,2900,16700
1968,-3600,-2200,-1200,-2700,1950,-7750
1969,10900,-5400,-1800,0,-950,2750
1970,-1300,-4400,4700,-10500,2900,-8600
1971,4400,-600,0,0,0,3800
1972,-4100,12100,0,-1000,0,7000
1973,8400,-2200,0,11000,0,17200
1974,11000,-2300,0,-1000,0,7700
1975,-4400,10700,0,11000,0,17300
1976,-7700,1100,0,-1000,0,-7600
1977,7500,-2100,0,0,0,5400
1978,-4000,12000,0,-1000,0,7000
1979,7900,0,0,-1000,0,6900
1980,-900,100,0,0,0,-800
1981,5000,400,0,0,0,5400
1982,-1800,-2200,0,-1800,-1200,-7000
1983,7500,-2200,-1200,-800,0,3300
1984,-3800,-5100,0,0,0,-8900
1985,11600,-4600,0,-2800,-1200,3000
1986,-600,-5200,0,10200,-10200,-5800
1987,7400,9900,0,-1000,-950,15350
1988,-4800,-5100,0,-2000,12000,100
1989,10200,8900,0,-2900,1950,18150
1990,-6200,-2000,0,-1000,-950,-10150
1991,11700,-4500,0,-4900,2900,5200
1992,-8400,12200,-1200,-800,0,1800
1993,9300,-3000,0,0,0,6300
1994,9200,9800,-1800,10400,-2400,25200
1995,-2700,-3000,1900,-3800,0,-7600
1996,-3700,9900,2800,10400,-1200,18200
1997,9900,-4500,0,-1000,-950,3450
1998,7000,-800,0,0,-950,5250
1999,-2000,9700,0,-2900,2900,7700
2000,8400,-2200,-1200,9300,1950,16250
2001,-200,8900,0,0,0,8700
2002,12000,0,0,0,0,12000
2003,-5400,400,0,-3000,0,-8000
2004,7900,12100,-1200,1400,-1200,19000
2005,2800,-6900,-900,0,0,-5000
2006,9200,-2100,1000,-3800,-950,3350
2007,-5200,-600,2800,-2400,-2400,-7800
2008,9400,-2200,-10200,6300,1950,5250
2009,-100,9700,-1200,-1600,-2150,4650
2010,11100,-800,-1200,-5700,1950,5350
2011,-900,0,12000,9200,-11150,9150
2012,8400,-500,-1800,-2900,2900,6100
2013,-1900,10600,4700,-11500,13950,15850
2014,12500,-4600,-1200,1200,0,7900
2015,-2600,-3000,0,-2000,0,-7600
2016,1400,-3100,-1200,11200,0,8300
2017,-3600,12200,0,0,0,8600
2018,9400,-2200,-900,12000,0,18300
2019,-5900,12000,3800,-6600,0,3300
2020,-4200,0,0,0,0,-4200
2021,8500,200,0,-3000,0,5700
2022,-2600,-2200,0,200,-1200,-5800
2023,11100,0,0,11000,0,22100
2024,-1700,0,0,-800,-2150,-4650
2025,-2500,0,0,-2000,0,-4500
2026,11100,0,-1200,-3500,750,7150
2027,7600,400,-1200,-2600,-2150,2050
2028,-4300,-2200,-2100,-2700,1950,-9350
2029,2600,-7500,1000,8200,0,4300
2030,-5900,0,1600,-7500,1950,-9850
2031,10200,-3000,-1800,-3900,1950,3450
2032,-1100,9700,4700,4600,-1200,16700
2033,-1600,0,0,0,0,-1600
2034,11100,12100,0,8200,-11150,20250
2035,-3600,100,0,12000,-950,7550
2036,8400,-2100,-10200,6300,2900,5300
2037,-6900,200,0,-4900,13950,2350
2038,-5000,-700,0,-2000,0,-7700
2039,700,-2300,12000,1200,-1200,10400
2040,6100,12200,0,-1000,0,17300
2041,2800,-6800,0,-2000,0,-6000
2042,8300,-3000,-1200,200,0,4300
2043,-6000,200,0,-3000,0,-8800
2044,11600,-5200,0,0,0,6400
2045,-5800,12100,0,-2000,0,4300
2046,-3300,100,0,12200,-1200,7800
2047,6600,500,0,0,0,7100
2048,-1000,9700,0,-1000,-950,6750
2049,7000,0,0,-2000,-950,4050
2050,-3500,-2200,0,-2700,1700,-6700
2051,5000,-600,0,9300,750,14450
2052,-3500,-2100,0,-1000,0,-6600
2053,10700,-4400,0,0,-950,5350
2054,13000,3700,0,-1000,0,15700
2055,-400,-3700,0,-5900,1950,-8050
2056,11800,-3100,-1200,1400,-1200,7700
2057,-1400,7700,-1800,-3700,750,1550
2058,-5800,-800,4700,6400,0,4500
2059,-3700,10000,-1200,-800,0,4300
2060,12500,-5400,0,0,-950,6150
2061,-6100,200,0,10000,-950,3150
2062,10000,7400,0,-5900,1950,13450
2063,-2700,-3000,0,-3900,2900,-6700
2064,-3300,12000,0,-1000,0,7700
2065,0,0,0,11000,0,11000
2066,10200,12000,0,-1000,0,21200
2067,-4400,400,0,-2000,0,-6000
2068,8200,-4400,0,11000,0,14800
2069,500,-5400,0,-800,-1200,-6900
2070,11200,0,0,-1000,0,10200
2071,-1800,-700,0,-1000,0,-3500
2072,-1000,9800,0,-1000,0,7800
2073,8500,200,-1200,-800,0,6700
2074,-4100,12000,-11400,8600,-1200,3900
2075,-5500,-3600,-1800,-1000,0,-11900
2076,-7800,1200,16700,-6600,0,3500
2077,6000,1100,0,200,-2150,5150
2078,-5000,0,0,-3000,-950,-8950
2079,10900,-4600,0,-1500,500,5300
2080,-2800,-2900,-1200,9300,1950,4350
2081,6200,100,-900,-1000,-950,3450
2082,-2800,9900,1900,-2800,0,6200
2083,10800,-5300,1900,6300,1950,15650
2084,700,-2300,0,-2000,-950,-4550
2085,11100,11200,0,-3700,1700,20300
2086,-2700,100,0,-800,-1200,-4600
2087,6900,12200,-1200,12200,-950,29150
2088,-4100,100,-1200,200,0,-5000
2089,10900,-2300,-1800,-3900,1950,4850
2090,-4500,-2000,4700,-7600,-950,-10350
2091,7500,-2000,0,-3700,1700,3500
2092,-3600,-3000,-1200,200,0,-7600
2093,8600,-700,0,10000,-950,16950
2094,-8500,1200,0,-1800,-2150,-11250
2095,9800,7600,-1200,-1700,2900,17400
2096,-2900,-4400,-1800,7100,1950,-50
2097,6900,-1500,4700,-6600,0,3500
2098,-4600,-1200,0,10000,0,4200
2099,10700,5900,-1200,1400,-1200,15600
2100,-5900,1000,0,12000,0,7100
2101,7800,200,0,0,-950,7050
2102,-4400,9800,0,0,0,5400
2103,8300,-2700,0,-3900,1950,3650
2104,10200,-2300,0,-1000,-950,5950
2105,-4400,-2000,0,-3900,2900,-7400
2106,7600,9100,0,-800,-1200,14700
2107,-5800,-600,0,10000,0,3600
2108,11400,8500,-1200,-800,0,17900
2109,-4200,-600,-900,-800,-1200,-7700
2110,10800,-4500,1000,-3600,-1200,2500
2111,-4400,300,1600,-3600,-950,-7050
2112,7700,11400,-1200,-800,0,17100
2113,-7600,1000,-900,-5900,1950,-11450
2114,10800,-4400,1000,10400,-2150,15650
2115,-4300,-700,2800,-5700,2900,-5000
2116,7000,100,0,11000,-950,17150
2117,-3600,-2900,0,-2000,0,-8500
2118,5300,13000,0,11500,-450,29350
2119,-6900,300,0,0,-950,-7550
2120,10200,-2300,0,-3900,1950,5950
2121,8200,-2000,0,0,0,6200
2122,-7600,-700,0,-2900,1950,-9250
2123,14200,-4600,-1200,9300,1950,19650
2124,-5400,10000,0,0,0,4600
2125,-2700,-3000,0,-2000,0,-7700
2126,10600,-4400,-1200,-800,0,4200
2127,8700,11200,0,200,-1200,18900
2128,-2700,-2300,-1800,11000,0,4200
2129,10000,-2200,3500,-6400,0,4900
2130,-5900,11400,0,-1000,0,4500
2131,10200,-2200,-1200,-800,0,6000
2132,1400,8900,-900,0,0,9400
2133,-5200,1100,1000,-4800,0,-7900
2134,13300,-4600,1600,9400,0,19700
2135,9400,-600,0,-1000,0,7800
2136,-4300,100,0,0,0,-4200
2137,13400,7400,0,-1000,0,19800
2138,-3400,-700,0,11000,0,6900
2139,10300,-700,-1200,-1800,0,6600
2140,-6200,-1100,-900,0,0,-8200
2141,-900,9700,1000,-3600,-1200,5000
2142,3200,600,2800,-2600,-1200,2800
2143,-2900,-4400,0,-2000,-950,-10250
2144,6000,-600,-1200,200,0,4400
2145,-4200,100,0,-3900,1950,-6050
2146,9200,10000,-1200,10200,0,28200
2147,-2800,-2200,-900,-2700,750,-7850
2148,9800,-5200,1000,-2600,-1200,1800
2149,-8500,400,2800,-2800,-950,-9050
2150,7300,-5100,0,11000,0,13200
2151,-4800,7800,-1200,-2700,1950,1050
2152,-7100,-1900,0,-5900,1950,-12950
2153,11000,-3000,0,13400,-2400,19000
2154,8400,9800,0,-600,-2400,15200
2155,-2100,-4400,0,-1000,-950,-8450
2156,4000,9400,0,0,0,13400
2157,-1800,-2200,0,8100,1950,6050
2158,11600,6700,0,-800,-3100,14400
2159,-2000,-4400,0,-2700,1700,-7400
2160,9200,-2900,0,-4700,750,2350
2161,-300,6600,0,-2000,-1900,2400
2162,6100,200,0,-2900,2900,6300
2163,-5400,10100,0,8100,1000,13800
2164,9500,-2300,0,-2000,-950,4250
2165,-4500,8200,-1200,-4700,2900,700
2166,7800,900,-3000,7500,750,13950
2167,-2700,-3100,4700,-5400,-2150,-8650
2168,9100,10100,0,-3900,2900,18200
2169,-8700,300,-1200,11200,-950,650
2170,13400,7400,-1800,-2000,0,17000
2171,8700,0,4700,3500,1950,18850
2172,-4200,-700,0,-1000,-950,-6850
2173,-3400,200,0,8100,2900,7800
2174,7500,10000,0,0,0,17500
2175,7600,-2100,0,-1000,0,4500
2176,1300,-4600,0,12000,0,8700
2177,10200,-700,0,-1000,0,8500
2178,-1900,-3100,0,-3000,0,-8000
2179,9400,1000,-2400,11600,-10200,9400
2180,-5300,9900,-1200,200,0,3600
2181,12200,-7600,-1800,0,12000,14800
2182,-2500,0,4700,-6600,0,-4400
2183,10900,9000,0,0,0,19900
2184,-1700,-1600,0,-2000,0,-5300
2185,13200,-2800,0,-800,-1200,8400
2186,-4200,10500,-1200,14400,-1200,18300
2187,-4200,900,-900,0,0,-4200
2188,-5400,-2200,1000,-4800,-950,-12350
2189,-6100,9900,2800,-3800,0,2800
2190,6100,100,0,-3900,1950,4250
2191,8400,-3800,0,200,-2150,2650
2192,-6300,-1000,-1200,-4500,1700,-11300
2193,8600,-2300,-1200,-800,0,4300
2194,-5900,-600,-900,-1000,-950,-9350
2195,8300,10800,-1400,7600,-950,24350
2196,-4300,-3000,2800,-5700,2900,-7300
2197,5500,-2200,-12000,5300,1950,-1450
2198,-2500,9700,4700,-6600,0,5300
2199,-3700,-2000,12000,-2800,-1200,2300
2200,10600,-6000,0,-600,-2400,1600
2201,9800,-3500,0,11200,-1200,16300
2202,-500,5800,0,-1800,-2150,1350
2203,-10200,400,-1200,13400,-1200,1200
2204,9100,7600,-1200,-2700,1950,14750
2205,-2600,-3000,-900,12000,-1900,3600
2206,11600,-4500,1000,-7700,2900,3300
2207,9300,9900,2800,-6700,1000,16300
2208,-2500,-1600,0,0,-950,-5050
2209,7700,13100,0,-3900,2900,19800
2210,-200,-2300,0,8100,1950,7550
2211,6800,400,-1200,-3500,750,3250
2212,-3000,7700,0,12000,0,16700
2213,3400,-400,0,-4000,0,-1000
2214,-1000,-2200,-2400,1400,0,-4200
2215,7600,-2200,-1800,11000,0,14600
2216,-1200,7400,4700,-6600,0,4300
2217,9100,-3000,-1200,200,0,5100
2218,-6600,12100,-900,-1000,0,3600
2219,9400,-1500,1000,-3800,0,5100
2220,-5300,1100,2800,7200,0,5800
2221,11600,7500,0,0,0,19100
2222,5800,-2000,0,-2000,0,1800
2223,-1900,-2300,0,-2000,0,-6200
2224,9000,-5300,0,12000,0,15700
2225,-4100,100,0,-800,-1200,-6000
2226,10200,8900,0,-2000,0,17100
2227,2000,-4400,0,200,-1200,-3400
2228,11500,-5200,0,12000,-950,17350
2229,-2600,12000,0,0,-950,8450
2230,7500,9100,0,-2700,1700,15600
2231,-1800,-1400,0,-2900,1950,-4150
2232,9900,-5100,0,0,0,4800
2233,-4300,200,0,-1000,-950,-6050
2234,-6300,9300,0,-1000,-950,1050
2235,5300,-700,-1200,10500,1700,15600
2236,-5300,10800,0,-2900,1950,4550
2237,8500,-3100,-1200,200,0,4400
2238,-3500,-1300,-1800,200,-1200,-7600
2239,10000,-3000,4700,-5600,0,6100
2240,400,-4500,0,-1000,0,-5100
2241,-2800,9800,0,0,-950,6050
2242,10600,-5200,0,-3900,1950,3450
2243,9300,-2900,-2400,12400,-950,15450
2244,-4300,9800,-900,-3700,1700,2600
2245,-1100,-3000,700,-2600,0,-6000
2246,5900,300,1900,-4800,0,3300
2247,-1200,7500,-1200,200,0,5300
2248,10100,-2100,-900,11000,0,18100
2249,-6000,11300,2600,-6400,0,1500
2250,4900,-2100,0,0,0,2800
2251,-3600,-2100,0,11000,0,5300
2252,11000,9800,0,-1000,0,19800
2253,-6800,-1500,0,12000,0,3700
2254,8000,-3500,0,0,0,4500
2255,8000,12000,0,0,0,20000
2256,-2700,-3000,-1200,200,0,-6700
2257,7700,300,-900,0,0,7100
2258,-3600,9000,3800,-5600,0,3600
2259,12400,-3600,0,0,0,8800
2260,-8600,-400,0,0,0,-9000
2261,10200,-2300,-1200,200,0,6900
2262,-2700,9800,0,0,0,7100
2263,8700,-800,-1200,400,-1200,5900
2264,-1800,100,-900,-1000,0,-3600
2265,10100,-2200,1000,-2600,-1200,5100
2266,-5200,12200,2800,-3800,-950,5050
2267,-2700,-2100,-1200,-600,-2150,-8750
2268,7800,100,-1200,-2500,1700,5900
2269,-100,-2300,-2400,-3500,1000,-7300
2270,8400,-500,-1800,11000,0,17100
2271,7800,100,2000,-10500,1950,1350
2272,2200,-4600,5600,-6600,-950,-4350
2273,8500,12200,-2400,8500,2900,29700
2274,-3400,-700,-900,-800,-1200,-7000
2275,8500,-2100,-200,6600,-10200,2600
2276,-600,-4400,2800,6200,0,4000
2277,-6000,400,0,-2000,-950,-8550
2278,7700,-2300,0,8400,-350,13450
2279,-800,5300,0,6300,-7300,3500
2280,-2400,-800,0,-3700,12750,5850
2281,10200,-3100,0,-1000,0,6100
2282,-2600,12100,0,0,11050,20550
2283,13200,-4500,0,-3800,-1200,3700
2284,-3500,10500,-1200,-1300,-450,4050
2285,10000,-3700,-1800,-2000,-950,1550
2286,700,9700,4700,1700,750,17550
2287,-3600,200,-10200,7200,0,-6400
2288,-5900,-600,0,-4900,1000,-10400
2289,-800,-6500,10800,-600,-2150,750
2290,11800,7400,0,-2900,2900,19200
2291,-300,-3000,-1200,6300,1950,3750
2292,-4300,11400,0,11400,-12350,6150
2293,11600,-4400,-3000,-4700,2900,2400
2294,-4300,100,4700,-6600,11050,4950
2295,-2700,8900,0,-1000,0,5200
2296,5800,-1900,0,-4900,1950,950
2297,-4500,-2000,-1200,11200,-950,2550
2298,6200,12200,-2100,-2700,2900,16500
2299,-2700,-2200,1000,9200,0,5300
2300,-5100,100,2800,-3800,0,-6000
2301,8700,-1500,0,-1000,0,6200
2302,-2900,-1200,-1200,11200,0,5900
2303,10700,-4400,-900,-800,-1200,3400
2304,-1900,8900,1000,9400,-1200,16200
2305,11000,-2300,1600,-5600,0,4700
2306,-900,-800,0,-1800,-2150,-5650
2307,-4600,10100,0,1200,-1200,5500
2308,9200,-1300,0,9100,1950,18950
2309,-300,-5300,0,-3000,-1900,-10500
2310,10200,-2300,0,-4700,1700,4900
2311,0,11200,0,-3500,-450,7250
2312,7700,100,-1200,10600,-12350,4850
2313,600,9000,0,-3900,1950,7650
2314,9400,1000,-1800,-2000,11050,17650
2315,1300,-4500,4700,-9500,1950,-6050
2316,300,-5300,0,-4900,1950,-7950
2317,-5100,300,0,22200,-11150,6250
2318,-900,8900,0,-5900,2900,5000
2319,-1100,-2200,0,-2900,13950,7750
2320,-1700,0,0,12200,-1200,9300
2321,7700,12200,-1200,-1800,0,16900
2322,-1700,100,0,-1800,-1200,-4600
2323,11800,-2200,0,1200,-1200,9600
2324,-100,-3100,0,9000,-950,4850
2325,-1800,0,0,400,-2400,-3800
2326,-3600,200,0,-1700,750,-4350
2327,7900,12100,0,-2000,-1900,16100
2328,-2600,-2200,-1200,-3700,2900,-6800
2329,-5300,-400,-1200,8600,-13300,-11600
2330,-4500,-1100,-1800,-4900,1950,-10350
2331,3500,-1300,4700,-8300,13700,12300
2332,-5300,-1100,-10200,6300,1950,-8350
2333,4100,-2900,0,-1000,-1900,-1700
2334,-3900,8500,12000,-3900,2900,15600
2335,15400,-10700,0,-3900,1950,2750
2336,-4300,-1400,0,11200,-2150,3350
2337,10000,-6100,-2400,-4500,2900,-100
2338,-6800,12300,-11400,23600,-1200,16500
2339,6900,100,-1800,0,0,5200
2340,7500,10000,13000,-3800,0,26700
2341,1400,-6200,2600,-5400,-950,-8550
2342,10900,-1400,2800,-3800,-950,7550
2343,-7000,12400,-10200,7300,2900,5400
2344,9300,-3100,0,-3900,1950,4250
2345,-3500,9800,10800,200,0,17300
2346,6800,300,-1800,0,0,5300
2347,-1900,9700,4700,6400,0,18900
2348,-3500,-3000,0,0,0,-6500
2349,9200,-2100,0,-1000,0,6100
2350,6000,12200,0,0,0,18200
2351,-3600,-2100,0,11000,0,5300
2352,-4400,-2100,-1200,1200,0,-6500
2353,6100,-600,0,0,0,5500
2354,8200,-2000,-1200,400,-1200,4200
2355,-1700,9700,-2100,-800,0,5100
2356,11700,-2200,-900,1400,-2400,7600
2357,-3300,-800,4700,-5600,0,-5000
2358,9300,200,0,-1000,-950,7550
2359,-5900,300,-1200,200,0,-6600
2360,2700,12300,-2100,-3700,1950,11150
2361,-2100,-4400,2600,-8300,1950,-10250
2362,10400,-800,-12000,8200,0,5800
2363,-2600,-800,3500,-6400,0,-6300
2364,5800,13200,-1200,-800,0,17000
2365,-3600,-3100,11100,-1000,0,3400
